Track,Paper_ID,Title,Authors,Institutions,Room,Poster_ID,Session,Abstract,Times,URL
Proceedings,212,"CheXphoto: 10,000+ Photos and Transformations of Chest X-rays for Benchmarking Deep Learning Robustness","Nicholas Phillips, Pranav Rajpurkar, Mark Sabini, Rayan Krishnan, Sharon Zhou, Anuj Pareek, Nguyet Minh Phu, Chris Wang, Mudit Jain, Nguyễn Dương Du, Steven QH Truong, Andrew Y. Ng, Matthew P. Lungren","Stanford University, Stanford University, Stanford University, Stanford University, Stanford University, Stanford University, Stanford University, Stanford University,, VinBrain LLC, VinBrain LLC, Stanford University, Stanford University",4,65,Afternoon,"Clinical deployment of deep learning algorithms for chest x-ray interpretation requires a solution that can integrate into the vast spectrum of clinical workflows across the world. An appealing approach to scaled deployment is to leverage the ubiquity of smartphones by capturing photos of x-rays to share with clinicians using messaging services like WhatsApp. However, the application of chest x-ray algorithms to photos of chest x-rays requires reliable classification in the presence of artifacts not typically encountered on digital x-rays used to train machine learning models. We introduce CheXphoto, a dataset of smartphone photos and synthetic photographic transformations of chest x-rays sampled from the CheXpert dataset. To generate CheXphoto we (1) automatically and manually captured photos of digital x-rays under different settings, and (2) generated synthetic transformations of digital x-rays targeted to make them look like photos of digital x-rays and x-ray films. We release this dataset as a resource for testing and improving the robustness of deep learning algorithms for automated chest x-ray interpretation on smartphone photos of chest x-rays.

","11:30am - 12:30pm ET, 5:15 - 6:15 pm ET",https://drive.google.com/open?id=1538kQmY2Paiac8oEfq4HKm1su5Ay0nKN
Proceedings,219,Spectral discontinuity design: Interrupted time series with spectral mixture kernels,David Leeftink; Max Hinne,"Radboud University, Donders Institute for Brain, Cognition and Behaviour",2,26,Morning,"Quasi-experimental designs allow researchers to determine the effect of a treatment, even when randomized controlled trials are infeasible. A prominent example is interrupted time series (ITS) design, in which the effect of an intervention is determined by comparing the extrapolation of a model trained on data acquired up to moment of intervention, with the interpolation by a model trained on data up to the intervention. Typical approaches for ITS use (segmented) linear regression, and consequently ignore many of the spectral features of time series data. In this paper, we propose a Bayesian nonparametric approach to ITS, that uses Gaussian process regression and the spectral mixture kernel. This approach can capture more structure of the time series than traditional methods like linear regression or AR(I)MA models, which improves the extrapolation performance, and hence the accuracy of causal inference. We demonstrate our approach in simulations, and use it to determine the causal effect of Kundalini yoga meditation on heart rate oscillations. We show that our approach is able to detect the causal effect of interventions that alter the spectral features of these time series.",11:30am - 12:30pm ET,https://drive.google.com/open?id=1_G6e0FDItNWAL0d3ZxuBLmXie3P-eWwA
Proceedings,242,A Neural SIR Model for Global Forecasting,Philip Nadler; Rossella Arcucci; Yike Guo,"Imperial College London, Department of Computing, Data Science Institute",2,28,Morning,"Being able to understand and forecast epidemic developments is crucial for policymakers.
We develop a predictive model combining epidemiological dynamics of compartmental models with highly non-linear interactions learned by a LSTM Network. A novel dynamic SIR model is fit to variables related to the population transmission of Covid-19. This is embedded in a Bayesian recursive updating framework which is then coupled with a LSTM network to forecast cases of Covid-19. The model significantly improves forecasts over simple univariate LSTM or SIR models. We apply the model to developed and developing countries and forecast confirmed infections and analyze future trajectories.",11:30am - 12:30pm ET,https://drive.google.com/open?id=1saeiWRKFSGHB7N9ApGWSPlcj0oQB9IWO
Proceedings,281,Deep Learning Derived Histopathology Image Score for Increasing Phase 3 Clinical Trial Probability of Success,"Qi Tang, Vardaan Kishore Kumar","Digital and Data Sciences, Sanofi US; Department of Computer Science, Steven Institute of Technology ",2,31,Morning,"Failures in Phase 3 clinical trials contribute to expensive cost of drug development in oncology. To drastically reduce such cost, responders to an oncology treatment need to be identified early on in the drug development process with limited amount of patient data before the planning of Phase 3 clinical trials. Despite the challenge of small sample size, we pioneered the use of deep-learning derived digital pathology scores to identify responders based on the immunohistochemistry images of the target antigen expressed in tumor biopsy samples from a Phase 1 Non-small Cell Lung Cancer clinical trial. Based on repeated 10-fold cross validations, the deep-learning derived score on average achieved 4% higher AUC of ROC curve and 6% higher AUC of Precision-Recall curve comparing to the tumor proportion score (TPS) based clinical benchmark.  In a small independent testing set of patients, we also demonstrated that the deep-learning derived score achieved numerically at least 25% higher responder rate in the enriched population than the TPS clinical benchmark.",11:30am - 12:30pm ET,https://drive.google.com/open?id=15hpIl5qNzCNqow8G0Y5pF3YHaxvnEESy
Proceedings,286,Self-Supervision Closes the Gap Between Weak and Strong Supervision in Histology,"Olivier Dehaene, Axel Camara, Olivier Moindrot, Axel de Lavergne, Pierre Courtiol","OWKIN, OWKIN, OWKIN, OWKIN, OWKIN",2,32,Morning,"One of the biggest challenges for applying machine learning to histopathology is weak supervision: whole-slide images have billions of pixels yet often only one global label. The state of the art therefore relies on strongly-supervised model training using additional local annotations from domain experts. However, in the absence of detailed annotations, most weakly-supervised approaches depend on a frozen feature extractor pre-trained on ImageNet. We identify this as a key weakness and propose to train an in-domain feature extractor on histology images using MoCo v2, a recent self-supervised learning algorithm. Experimental results on Camelyon16 and TCGA show that the proposed extractor greatly outperforms its ImageNet counterpart. In particular, our results improve the weakly-supervised state of the art on Camelyon16 from 91.4% to 98.7% AUC, thereby closing the gap with strongly-supervised models that reach 99.3% AUC. Through these experiments, we demonstrate that feature extractors trained via self-supervised learning can act as drop-in replacements to significantly improve existing machine learning techniques in histology. Lastly, we show that the learned embedding space exhibits biologically meaningful separation of tissue structures.",11:30am - 12:30pm ET,https://drive.google.com/open?id=1ehi6StfUntEnDp6tPkkmFVwrZuWXUjI3
Proceedings,402,CheXphotogenic: Generalization of Deep Learning Models for Chest X-ray Interpretation to Photos of Chest X-rays,"Pranav Rajpurkar*, Anirudh Joshi*, Anuj Pareek*, Jeremy Irvin, Andrew Ng, Matthew Lungren","Stanford University,Stanford University,Stanford University,Stanford University,Stanford University,Stanford University,Stanford University",4,69,Afternoon,"The use of smartphones to take photographs of chest x-rays represents an appealing solution for scaled deployment of deep learning models for chest x-ray interpretation.
However, the performance of chest x-ray algorithms on photos of chest x-rays has not been thoroughly investigated.
In this study, we measured the diagnostic performance for 8 different chest x-ray models when applied to photos of chest x-rays.
All models were developed by different groups and submitted to the CheXpert challenge, and re-applied to smartphone photos of x-rays in the CheXphoto dataset without further tuning.
We found that several models had a drop in performance when applied to photos of chest x-rays, but even with this drop, some models still performed comparably to radiologists.
Further investigation could be directed towards understanding how different model training procedures may affect model generalization to photos of chest x-rays.",5:15 - 6:15 pm ET,https://drive.google.com/open?id=1F8vgXToW2knpq6HmxisRs2guWQP47SZP
Proceedings,444,Personalized Healthcare and Causal Interventions," Utkarshani Jaimini, Amit Sheth, Krishnaprasad Thirunarayan, Maninder Kalra, Marco Valtorta ","Artificial Intelligence Institute, University of South Carolina Department of Computer Science, Wright State University,  Boonshoft School of Medicine, Wright State University,  Dayton Children’s Hospital ",4,71,Afternoon,"Chronic healthcare conditions such asAsthma requires constant monitoring and managing of symptoms and their triggers for better quality of life. Each asthma patient reacts very differently to potential triggers. Hence, there is a need to develop a personalized framework for each patient to capture susceptibility to asthma triggers. We developed a personalized knowledge-based probabilistic model to predict asthma exacerbation for different environmental factors utilizing patient generated health data from pediatric asthma patients. Further, the personalized model provides a metric, called Health Coefficient, to quantify the health of a patient for varying environmental factors.We demonstrate the predictive capabilities of the developed stochastic model and discuss its viability in managing asthma symptoms and opportunity for early clinical intervention.","11:30am - 12:30pm ET, 5:15 - 6:15 pm ET",https://drive.google.com/open?id=1S56FYHK_WV1xVVPStAc2qT_Ug5193uU8
Proceedings,452,Attend and Decode: 4D fMRI Task State Decoding Using Attention Models,"Sam Nguyen, Brenda Ng, Alan D. Kaplan, Priyadip Ray","Lawrence Livermore National Laboratory, Lawrence Livermore National Laboratory, Lawrence Livermore National Laboratory, Lawrence Livermore National Laboratory",4,72,Afternoon,"Functional magnetic resonance imaging (fMRI) is a neuroimaging modality that captures the blood oxygen level in a subject's brain while the subject either rests or performs a variety of functional tasks under different conditions. Given fMRI data, the problem of inferring the task, known as task state decoding, is challenging due to the high dimensionality (hundreds of million sampling points per datum) and complex spatio-temporal blood flow patterns inherent in the data. In this work, we propose to tackle the fMRI task state decoding problem by casting it as a 4D spatio-temporal classification problem. We present a novel architecture called Brain Attend and Decode (BAnD), that uses residual convolutional neural networks for spatial feature extraction and self-attention mechanisms for temporal modeling. We achieve significant performance gain compared to previous works on a 7-task benchmark from the large-scale Human Connectome Project-Young Adult (HCP-YA) dataset. We also investigate the transferability of BAnD's extracted features on unseen HCP tasks, either by freezing the spatial feature extraction layers and retraining the temporal model, or finetuning the entire model. The pre-trained features from BAnD are useful on similar tasks while finetuning them yields competitive results on unseen tasks/conditions.","11:30am - 12:30pm ET, 5:15 - 6:15 pm ET",https://drive.google.com/open?id=1Bg602Izf-WJhytNUalCZj4SfXZO3K-j3
Proceedings,465,An Empirical Study of Representation Learning for Reinforcement Learning in Healthcare,"Taylor W. Killian, Haoran Zhang, Jayakumar Subramanian, Mehdi Fatemi, Marzyeh Ghassemi","University of Toronto; Vector Institute, University of Toronto; Vector Institute, Media and Data Science Research Lab - Adobe India, Microsoft Research, University of Toronto; Vector Institute",4,73,Afternoon,"Reinforcement Learning (RL) has recently been applied to sequential estimation and prediction problems identifying and developing hypothetical treatment strategies for septic patients, with a particular focus on offline learning with observational data. In practice, successful RL relies on informative latent states derived from sequential observations to develop optimal treatment strategies. To date, how best to construct such states in a healthcare setting is an open question. In this paper, we perform an empirical study of several information encoding architectures using data from septic patients in the MIMIC-III dataset to form representations of a patient state. We evaluate the impact of representation dimension, correlations with established acuity scores, and the treatment policies derived from them. We find that sequentially formed state representations facilitate effective policy learning in batch settings, validating a more thoughtful approach to representation learning that remains faithful to the sequential and partial nature of healthcare data.","11:30am - 12:30pm ET, 5:15 - 6:15 pm ET",https://drive.google.com/open?id=1LldYUBtVFxe0IIU2XGy5QNapYR1xJ3Po
Proceedings,487,A decision-making tool to fine-tune abnormal levels in the complete blood count tests,"Marta Avalos, Helene Touchais, Marcela Henriquez-Henriquez","INRIA France; Univ. Bordeaux France; INSERM BPH U1219 France, INRIA France; INP-ENSEEIHT France, ELSA Clinical Laboratory BUPA Santiago Chile; Cardio MR Millennium Science Initiative Program ANID Santiago Chile",2,36,Morning,"The complete blood count (CBC) performed by automated hematology analyzers is one of the most ordered laboratory tests. It is a first-line tool for assessing a patient's general health status, or diagnosing and monitoring disease progression. When the analysis does not fit an expected setting,  technologists manually review a blood smear using a microscope. The International Consensus Group for Hematology Review published in 2005 a set of criteria for reviewing CBCs. Commonly, adjustments are locally needed to account for laboratory resources and  populations characteristics. Our objective is to provide a decision support tool to identify which CBC variables are associated with higher risks of abnormal smear and at which cutoff values. We propose a cost sensitive Lasso-penalized additive logistic regression combined with stability selection. Using simulated and real CBC data, we demonstrate that our tool correctly identify the true cutoff values, provided that there is enough available data in their neighbourhood.",11:30am - 12:30pm ET,https://drive.google.com/open?id=1JVj-DFocn1k_sRcWEacBiN4CZ8QDXs0l
Proceedings,506,Quantifying Common Support between Multiple Treatment Groups Using a Contrastive VAE,"Wangzhi Dai, Collin M. Stultz","Massachusetts Institute of Technology, Massachusetts General Hospital ",4,76,Afternoon,"Estimating the effect of a given medical treatment on individual patients involves evaluating how clinical outcomes are affected by the treatment in question. Robust estimates of the treatment effect for a given patient with a pre-specified set of clinical characteristics, are possible to obtain when there is sufficient common support for these features. Essentially, features having the greatest common support correspond to regions of significant overlap between the distributions of the different treatment groups.  In observational datasets, however, all possible treatment options may not be uniformly represented, and therefore robust estimation of their effect may only be possible for the patients in the overlapping region.  In this work, we propose a Contrastive Variational Autoencoder (Contrastive-VAE) to estimate where there is significant overlap between patient distributions corresponding to different treatment options. A Contrastive-VAE exploits shared information between different groups by modeling the shared information as arising from a shared set of latent variables to approximate distributions for treatment options that are not well represented in observational datasets. The result is an improved estimation of the distribution of the groups with a small number of data points. By estimating the likelihood for each group with annealed importance sampling, we are able to quantitatively identify the area of overlap between multiple treatment groups and obtain an effective confidence interval for the estimated individual treatment effect.",5:15 - 6:15 pm ET,https://drive.google.com/open?id=1Qrd_fUOGqj908gF-ZvE0oj9svgK1jG4s
Proceedings,576,3D Photography Based Neural Network Craniosynostosis Triaging System,Pouria Mashouri; Marta Skreta; John Phillips; Dianna McAllister; Melissa Roy; Senthujan Senkaiahliyan; Michael Brudno; Devin Singh,Hospital for Sick Children; University Health Network; University of Toronto,4,78,Afternoon,"Craniosynostosis (synostosis) is a serious disease where the sutures of a newborn’s skull fuse prematurely leading to debilitating head shape deformities. Due to the seriousness of this condition many normal infants and those with benign head shape abnormalities are referred to pediatric craniofacial plastic surgeons, leading to a high referral burden and delays in diagnosis for patients. A diagnostic delay beyond 4 months of age excludes patients from being treated with minimally invasive endoscopic procedures, leading to higher risk open surgeries. Machine learning (ML) image classifiers can enhance the triaging process of these referrals through the use of 3D images taken by a multi-camera & angle setup during patient visits. In doing so, children with synostosis can be identified earlier, qualifying them for less invasive endoscopic surgical intervention. After training a variety of convolutional neural network (CNN) models on 3D images supplemented with synthetic images using generative adversarial networks (GANs), the best-performing model was found to be a novel approach developed in our study called a multi-view collapsed 3D CNN, which achieved area under the receiver operating curves (AUROC) between 90.00-97.00% for detecting various sub-types of synostosis. These results demonstrate the ability for ML models to potentially streamline the detection of children with synostosis and help overcome challenges associated with high referral burdens for these patients. ","11:30am - 12:30pm ET, 5:15 - 6:15 pm ET",https://drive.google.com/open?id=1kxiEwMyJhxfQJXt4sNaYTdPoZ5S5iskt
